time,heat,light,gsr,breath
1284473880810,509,11,435,867,515,508,
1284473880832,511,41,435,867,514,509,
1284473880854,510,8,436,867,515,508,
1284473880877,509,43,435,867,515,506,
1284473880905,510,7,435,867,514,507,
1284473880927,511,43,435,867,514,508,
1284473880948,509,6,435,867,515,507,
1284473880971,508,39,435,867,515,509,
1284473881014,511,12,435,867,514,509,
1284473881036,512,37,436,867,514,509,
1284473881060,508,11,435,867,515,507,
1284473881081,510,37,435,867,514,507,
1284473881103,510,10,436,867,514,508,
1284473881124,507,38,436,867,515,507,
1284473881165,509,13,435,867,514,507,
1284473881166,511,37,435,867,515,507,
1284473881208,508,13,436,866,515,507,
1284473881229,509,37,435,867,514,509,
1284473881252,512,12,435,867,514,509,
1284473881274,508,36,436,867,515,508,
1284473881295,508,13,435,867,515,507,
1284473881337,512,34,436,867,514,508,
1284473881340,508,15,436,867,515,509,
1284473881382,509,36,435,867,515,508,
1284473881403,512,14,435,867,515,508,
1284473881427,510,34,436,866,515,507,
1284473881469,509,16,435,867,515,506,
1284473881473,511,33,436,867,514,509,
1284473881516,509,16,436,867,515,509,
1284473881517,507,33,435,867,515,508,
1284473881559,511,16,435,867,514,509,
1284473881580,509,31,436,866,515,505,
1284473881601,507,18,435,867,515,507,
1284473881642,512,31,435,867,514,509,
1284473881645,510,18,436,867,515,509,
1284473881686,509,31,435,867,515,508,
1284473881689,511,18,435,867,514,506,
1284473881730,509,29,436,867,515,508,
1284473881752,509,21,435,867,515,507,
1284473881773,511,29,435,867,514,509,
1284473881815,510,20,436,866,515,509,
1284473881836,508,28,435,867,515,506,
1284473881857,510,20,435,867,514,507,
1284473881879,510,27,436,867,515,508,
1284473881900,507,21,435,867,515,507,
1284473881922,512,28,435,867,514,508,
1284473881964,512,21,435,867,515,509,
1284473881965,508,27,435,867,515,508,
1284473882010,511,22,435,867,515,509,
1284473882032,510,25,436,867,515,508,
1284473882054,508,24,435,867,515,507,
1284473882078,510,25,435,867,514,506,
1284473882099,511,24,436,867,515,508,
1284473882122,508,26,436,867,515,509,
1284473882150,510,25,435,867,514,508,
1284473882172,511,23,435,866,515,507,
1284473882220,508,26,436,866,515,507,
1284473882223,511,24,435,866,514,508,
1284473882264,512,26,436,867,514,509,
1284473882265,508,24,435,867,515,509,
1284473882307,510,27,435,867,514,508,
1284473882328,511,22,436,867,515,509,
1284473882350,508,27,436,866,515,509,
1284473882371,509,21,435,867,515,509,
1284473882394,511,27,435,867,514,508,
1284473882435,508,21,436,866,515,506,
1284473882457,509,29,435,867,514,508,
1284473882478,513,20,436,867,515,509,
1284473882500,509,30,436,867,516,509,
1284473882521,510,20,435,867,515,509,
1284473882544,513,30,435,867,514,507,
1284473882585,508,18,435,867,515,507,
1284473882586,508,31,435,867,515,507,
1284473882627,513,18,435,867,514,508,
1284473882648,511,31,436,867,515,508,
1284473882669,508,18,435,867,515,507,
1284473882710,510,32,435,867,515,509,
1284473882731,509,16,435,867,515,508,
1284473882752,508,33,435,867,515,507,
1284473882773,511,16,435,867,514,510,
1284473882794,511,33,436,866,515,508,
1284473882836,507,16,435,867,514,509,
1284473882856,511,33,435,867,514,507,
1284473882878,510,14,436,867,515,508,
1284473882899,510,35,435,867,515,509,
1284473882921,511,14,435,867,514,506,
1284473882943,509,34,436,867,515,508,
1284473882985,508,14,435,867,515,507,
1284473882986,513,35,435,867,515,507,
1284473883027,511,13,436,867,515,509,
1284473883049,508,36,435,867,515,507,
1284473883070,510,13,435,867,514,507,
1284473883111,510,35,436,866,515,508,
1284473883112,507,12,435,867,515,507,
1284473883154,511,37,435,867,514,507,
1284473883177,511,12,436,867,515,507,
1284473883198,507,38,435,867,515,509,
1284473883240,511,11,435,867,514,507,
1284473883241,511,37,435,867,515,508,
1284473883282,508,12,435,867,515,509,
1284473883304,511,38,435,867,514,507,
1284473883325,512,10,436,866,515,509,
1284473883347,508,38,435,867,515,508,
1284473883368,510,10,435,867,514,509,
1284473883389,511,39,436,867,515,508,
1284473883431,508,11,435,866,515,509,
1284473883452,510,40,435,867,514,508,
1284473883473,511,9,435,867,514,509,
1284473883515,510,43,436,867,515,508,
1284473883516,509,7,435,867,515,508,
1284473883557,511,45,435,867,514,509,
1284473883578,510,4,436,867,515,509,
1284473883600,509,41,435,867,515,509,
1284473883622,511,10,435,866,515,508,
1284473883645,510,41,436,866,515,508,
1284473883666,509,9,436,867,515,507,
1284473883687,508,34,435,867,515,507,
1284473883730,512,16,436,867,514,508,
1284473883751,511,33,436,867,515,509,
1284473883772,508,17,435,867,515,508,
1284473883794,511,31,435,867,514,507,
1284473883815,510,17,436,866,515,508,
1284473883836,508,33,435,867,514,508,
1284473883878,512,18,435,867,514,509,
1284473883899,510,30,436,867,515,508,
1284473883920,507,19,435,867,515,506,
1284473883962,511,30,435,867,514,507,
1284473883963,512,19,435,867,515,509,
1284473884005,509,30,435,867,515,509,
1284473884008,511,20,435,867,514,507,
1284473884050,510,27,436,866,515,507,
1284473884073,507,21,435,867,515,507,
1284473884095,510,29,435,867,514,507,
1284473884116,511,20,435,866,514,510,
1284473884138,508,28,435,866,515,509,
1284473884180,510,21,435,867,514,506,
1284473884201,510,27,435,867,514,508,
1284473884222,509,22,435,867,515,509,
1284473884244,510,28,435,867,514,508,
1284473884265,513,22,435,867,514,508,
1284473884286,510,25,436,866,515,507,
1284473884328,508,23,435,867,514,507,
1284473884349,512,25,435,867,515,507,
1284473884370,509,24,435,866,515,510,
1284473884391,509,25,435,867,515,508,
1284473884413,511,23,435,867,514,506,
